PRT109,"创新、创业与社会实践
Innovation, Entrepreneurship
and Social Practice",2.0,0.0,0,0,0,"必修
Compulsory","计算机与人
工智能学院
School of
Computing
and Artificial
Intelligence","一
二
三
四","1-2
1-2
1-2
1-2"
PRT115,"劳动教育
Labor Education",2.0,2.0,32,8,24,"必修
Compulsory","计算机与人
工智能学院
School of
Computing
and Artificial
Intelligence","一
二
三
四","1-2
1-2
1-2
1-2"
CST130,"创新程序设计实践
Innovative Programming
Designing Practice",2.0,2.0,34,18,16,"必修
Compulsory","计算机与人
工智能学院
School of
Computing
and Artificial
Intelligence",二,1
CST328,"计算机系统综合实验
Computer System Synthesis
Experiment",2.0,2.0,34,0,34,"必修
Compulsory","计算机与人
工智能学院
School of
Computing
and Artificial
Intelligence",二,3
OPT550,"科学研究与论文写作指导
Scientific research and thesis
writing guidance",1.0,2.0,18,18,0,"必修
Compulsory","计算机与人
工智能学院
School of
Computing
and Artificial
Intelligence",三,1
CST341,"专业综合项目实训
Professional Comprehensive
Project Training",2.0,2.0,34,0,34,"必修
Compulsory","计算机与人
工智能学院
School of
Computing
and Artificial
Intelligence",三,3
CST911,"科技创新与产业前沿
Technology Innovation and
Industry Frontier",1.0,2.0,18,18,0,"必修
Compulsory","计算机与人
工智能学院
School of
Computing
and Artificial
Intelligence",三,2
