code,name,credit,hours,type,major
FIN403,金融伦理学 Financial Ethics,2.0,34,必修,1金融学类
FIN517,公司财务案例 Case Studies For Corporate Finance,2.0,34,必修,1金融学类
FMT301,资产评估学 Assets Evaluation,2.0,34,必修,1金融学类
INV209,投资项目管理 Investment Project Management,2.0,34,必修,1金融学类
INV306,项目投融资决策 Project Investment and Financing Decision,2.0,34,必修,1金融学类
INV308,项目可行性研究仿真 Simulation of Project Feasibility Study,2.0,34,必修,1金融学类
MTT102,军事技能 Military Skills,2.0,112,必修,1金融学类
PRT102,名著阅读 Classics Reading,2.0,34,必修,1金融学类
PRT109,"创新、创业与社会实践 Innovation, Entrepreneurship and Social Practice",2.0,0,必修,1金融学类
PRT115,劳动教育 Labor Education,2.0,32,必修,1金融学类
FEG408,金融数据分析与编程 Financial Data Analysis and Programming,3.0,51,必修,1金融学类
OPT058,本科学术论文研究与写作 Research and Writing of Undergraduate Thesis,2.0,16,必修,1金融学类
FIN102,金融学毕业实习 Graduation Internship in Finance,4.0,0,必修,1金融学类
FIN110,金融证期毕业实习 Graduation Internship in Financial Security and Future,4.0,0,必修,1金融学类
FIN124,金融证期毕业论文 Graduation Thesis in Financial Security and Future,6.0,0,必修,1金融学类
FIN106,金融双语毕业实习 Bilingual Graduation Internship in Finance,4.0,0,必修,1金融学类
FIN120,金融双语毕业论文 Bilingual Graduation Thesis in Finance,6.0,0,必修,1金融学类
FIN104,信用管理毕业实习 Graduation Internship in Credit Management,4.0,0,必修,1金融学类
FIN118,信用管理毕业论文 Graduation Thesis in Credit Management,6.0,0,必修,1金融学类
TAX104,投资学毕业实习 Graduation Internship in Investment Studies,4.0,0,必修,1金融学类
TAX108,投资学毕业论文 Graduation Thesis in Investment Studies,6.0,0,必修,1金融学类
