毕业要求5：研究,,√,,,√
毕业要求6：使用现代工具,,√,,,√
毕业要求7：工程与可持续发展,,√,,√,
毕业要求8：工程伦理和职业规范,√,,,√,
毕业要求9：个人与团队,√,,√,,
毕业要求10：沟通,,,√,√,
毕业要求11：项目管理,,√,√,,
毕业要求12：终身学习,,,,,√
